LBD_name,CI434,LexAs5,LexA87,LexAs23,HKCI,RecApact,PurR,LexAs15,LexAs14,CI,DeoR,DBD335,DBD343
acVHH,6.728361767506261,21.62014088341128,2.375363765487428,2.881217985658666,5.6854942071118035,3.5641793698455895,2.6573754985576987,2.2071208155223907,1.204649448339684,18.90280769171696,2.2071208155223907,10.38595260212566,9.68717584895303
LasR,21.29626514716641,30.512611313437766,14.379086398497929,16.564927373023135,20.66030219480466,18.908281743270706,15.741752244027534,13.694748428235709,8.33747561676731,28.94457217196633,13.694748428235709,22.981433046429544,22.642983166823168
RpaR,15.047341485740644,21.181519556396463,10.383447723883977,11.895347946478337,14.621783105423718,13.497036330025939,11.32845293416497,9.92332704461144,6.114910985020447,18.448129410985953,9.92332704461144,16.055572248455903,15.864288196221613
CinR,3.7603631058573614,11.810305453837202,2.446193919250201,2.8520532298059984,3.5968114104032214,3.298946568324206,2.719209191366855,2.323302659291459,1.3788742627126702,9.507868943220423,2.323302659291459,4.193557954591148,3.9527644077244966
BjaR,7.776942327048561,8.3067604432609,6.620148487389574,7.071287765165382,7.72039500472414,7.4744550423491205,6.917202500031308,6.469593796927638,2.8119939147360333,8.224252667233621,6.469593796927638,7.975914172412783,7.965523772364069
