LBD_name,CI434,LexAs5,LexA87,LexAs23,HKCI,RecApact,PurR,LexAs15,LexAs14,CI,DeoR,DBD335,DBD343
acVHH,0.3,0.3,0.5474737368684341,0.40675337668834416,0.3,0.3,0.45042521260630314,0.5959979989994997,1.333566783391696,0.3,0.5959979989994997,0.3,0.3
LasR,0.49894947473736867,0.3,1.8479239619809904,1.2316658329164583,0.5668834417208604,0.7900950475237618,1.430615307653827,2.090545272636318,5.991895947973987,0.3,2.090545272636318,0.3485242621310655,0.36793396698349173
RpaR,0.6493746873436719,0.3,1.9934967483741872,1.4015007503751875,0.7221610805402701,0.9599299649824913,1.5955977988994496,2.2264132066033016,5.72016008004002,0.3,2.2264132066033016,0.47953976988494246,0.5038019009504753
CinR,0.3824912456228114,0.3,0.9793396698349175,0.7318659329664832,0.41645822911455727,0.5329164582291146,0.8192096048024011,1.071535767883942,2.318609304652326,0.3,1.071535767883942,0.3,0.30485242621310654
BjaR,2.0323161580790394,0.8046523261630816,5.676488244122061,4.133416708354177,2.2506753376688344,2.925162581290645,4.652626313156578,6.263631815907954,10.0,0.9356678339169584,6.263631815907954,1.537368684342171,1.6150075037518759
