LBDName,DBDName,LBD,inducer,RPU,I0,Imax
RpaRTemp,DBD335,0.142007,1,0.002268,0.006969286,35.84931505
RpaRTemp,DBD335,0.142007,10,0.050737,0.006969286,35.84931505
RpaRTemp,DBD335,0.142007,50,0.52381,0.006969286,35.84931505
RpaRTemp,DBD335,0.142007,100,1.521542,0.006969286,35.84931505
RpaRTemp,DBD335,0.142007,500,3.057823,0.006969286,35.84931505
RpaRTemp,DBD335,0.142007,1000,3.672902,0.006969286,35.84931505
RpaRTemp,DBD335,0.501134,0,0.005102,0.006969286,35.84931505
RpaRTemp,DBD335,0.501134,0.1,0.008503,0.006969286,35.84931505
RpaRTemp,DBD335,0.501134,1,0.023526,0.006969286,35.84931505
RpaRTemp,DBD335,0.501134,10,0.316893,0.006969286,35.84931505
RpaRTemp,DBD335,0.501134,50,3.74093,0.006969286,35.84931505
RpaRTemp,DBD335,0.501134,100,6.280612,0.006969286,35.84931505
RpaRTemp,DBD335,0.501134,500,9.954082,0.006969286,35.84931505
RpaRTemp,DBD335,0.501134,1000,10.52381,0.006969286,35.84931505
RpaRTemp,DBD335,0.501134,0,0.002834,0.006969286,35.84931505
RpaRTemp,DBD335,0.501134,0.1,0.00737,0.006969286,35.84931505
RpaRTemp,DBD335,0.501134,1,0.024093,0.006969286,35.84931505
RpaRTemp,DBD335,0.501134,10,0.365079,0.006969286,35.84931505
RpaRTemp,DBD335,0.501134,50,3.672902,0.006969286,35.84931505
RpaRTemp,DBD335,0.501134,100,5.260204,0.006969286,35.84931505
RpaRTemp,DBD335,0.501134,500,10.04762,0.006969286,35.84931505
RpaRTemp,DBD335,0.501134,1000,11.22392,0.006969286,35.84931505
RpaRTemp,DBD335,1.95805,0,0.139739,0.006969286,35.84931505
RpaRTemp,DBD335,1.95805,0.1,0.109694,0.006969286,35.84931505
RpaRTemp,DBD335,1.95805,1,0.22619,0.006969286,35.84931505
RpaRTemp,DBD335,1.95805,10,3.789116,0.006969286,35.84931505
RpaRTemp,DBD335,1.95805,50,12.23583,0.006969286,35.84931505
RpaRTemp,DBD335,1.95805,100,15.64286,0.006969286,35.84931505
RpaRTemp,DBD335,1.95805,500,21.71712,0.006969286,35.84931505
RpaRTemp,DBD335,1.95805,1000,22.39172,0.006969286,35.84931505
RpaRTemp,DBD335,1.95805,0,0.163265,0.006969286,35.84931505
RpaRTemp,DBD335,1.95805,0.1,0.151644,0.006969286,35.84931505
RpaRTemp,DBD335,1.95805,1,0.17517,0.006969286,35.84931505
RpaRTemp,DBD335,1.95805,10,3.077664,0.006969286,35.84931505
RpaRTemp,DBD335,1.95805,50,12.27268,0.006969286,35.84931505
RpaRTemp,DBD335,1.95805,100,14.0924,0.006969286,35.84931505
RpaRTemp,DBD335,1.95805,500,20.55215,0.006969286,35.84931505
RpaRTemp,DBD335,1.95805,1000,21.45068,0.006969286,35.84931505
RpaRTemp,DBD335,4.8322,0,3.097506,0.006969286,35.84931505
RpaRTemp,DBD335,4.8322,0.1,2.456916,0.006969286,35.84931505
RpaRTemp,DBD335,4.8322,1,3.34127,0.006969286,35.84931505
RpaRTemp,DBD335,4.8322,10,10.4246,0.006969286,35.84931505
RpaRTemp,DBD335,4.8322,50,20.48696,0.006969286,35.84931505
RpaRTemp,DBD335,4.8322,100,26.33447,0.006969286,35.84931505
RpaRTemp,DBD335,4.8322,500,32.72052,0.006969286,35.84931505
RpaRTemp,DBD335,4.8322,0,3.352608,0.006969286,35.84931505
RpaRTemp,DBD335,4.8322,0.1,2.9161,0.006969286,35.84931505
RpaRTemp,DBD335,4.8322,1,3.480159,0.006969286,35.84931505
RpaRTemp,DBD335,4.8322,10,10.39342,0.006969286,35.84931505
RpaRTemp,DBD335,4.8322,50,20.99717,0.006969286,35.84931505
RpaRTemp,DBD335,4.8322,100,25.93481,0.006969286,35.84931505
RpaRTemp,DBD335,4.8322,500,33.12302,0.006969286,35.84931505
RpaRTemp,DBD335,8.585034,0,8.171202,0.006969286,35.84931505
RpaRTemp,DBD335,8.585034,0.1,11.1559,0.006969286,35.84931505
RpaRTemp,DBD335,8.585034,1,13.45748,0.006969286,35.84931505
RpaRTemp,DBD335,8.585034,10,21.51871,0.006969286,35.84931505
RpaRTemp,DBD335,8.585034,50,31.73696,0.006969286,35.84931505
RpaRTemp,DBD335,8.585034,0,10.0788,0.006969286,35.84931505
RpaRTemp,DBD335,8.585034,0.1,10.4898,0.006969286,35.84931505
RpaRTemp,DBD335,8.585034,1,12.85091,0.006969286,35.84931505
RpaRTemp,DBD335,8.585034,10,22.05159,0.006969286,35.84931505
RpaRTemp,DBD335,8.585034,50,32.4229,0.006969286,35.84931505
